GTIN,EXTERNAL_ID,NAME,STOCK,PRICE,MPN,DESCRIPTION,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,IMAGE11,IMAGE12,IMAGE13,IMAGE14,IMAGE15,IMAGE16,AI_COCREATED,CATEGORY,BRAND,COLOR,SIZE,MATERIAL
,99bde9eb-bda6-4752-8f86-f2a7ced2d7a0,Zestaw uszczelek pokrywy zaworów Elring 457.040 NISSAN – NOWY,1,46,,,https://parts.dcplatforms.pl/ogloszenie/143207c8-80d1-4fd0-b749-ac0c1e2f263f/01.jpg,https://parts.dcplatforms.pl/ogloszenie/143207c8-80d1-4fd0-b749-ac0c1e2f263f/02.jpg,https://parts.dcplatforms.pl/ogloszenie/143207c8-80d1-4fd0-b749-ac0c1e2f263f/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,558a79c8-5e3e-453d-928a-3b2ff5729783,Filtr kabinowy Knecht LAK 485 węglowy MITSUBISHI – NOWY,1,51,,,https://parts.dcplatforms.pl/ogloszenie/ff1cff49-d71e-453c-9ef3-f5f55b1bf998/01.jpg,https://parts.dcplatforms.pl/ogloszenie/ff1cff49-d71e-453c-9ef3-f5f55b1bf998/02.jpg,https://parts.dcplatforms.pl/ogloszenie/ff1cff49-d71e-453c-9ef3-f5f55b1bf998/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,3f7ae89d-1d59-4240-8b4e-b8dd9922c41b,Filtr powietrza Knecht LX 773 wkład filtra RENAULT NISSAN DACIA OPEL – NOWY,1,28,,,https://parts.dcplatforms.pl/ogloszenie/03b5c8f8-8564-4b40-b904-ee3e0fd4fc1a/01.jpg,https://parts.dcplatforms.pl/ogloszenie/03b5c8f8-8564-4b40-b904-ee3e0fd4fc1a/02.jpg,https://parts.dcplatforms.pl/ogloszenie/03b5c8f8-8564-4b40-b904-ee3e0fd4fc1a/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,ba7995a3-8328-4966-8dc7-7023a2a6a1c6,Filtr powietrza JC Premium B2C021PR wkład filtra CITROEN PEUGEOT FIAT – NOWY,1,16,,,https://parts.dcplatforms.pl/ogloszenie/59c050a1-ec8c-4aee-a30a-75942ebc2c00/01.jpg,https://parts.dcplatforms.pl/ogloszenie/59c050a1-ec8c-4aee-a30a-75942ebc2c00/02.jpg,https://parts.dcplatforms.pl/ogloszenie/59c050a1-ec8c-4aee-a30a-75942ebc2c00/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,d19d7ab5-e04f-4400-a740-ac9b90b92495,Filtr powietrza Knecht LX 2694 wkład filtra MITSUBISHI CITROEN PEUGEOT – NOWY,1,92,,,https://parts.dcplatforms.pl/ogloszenie/7cee261f-b524-44c6-b67f-6b8fb5cb71c4/01.jpg,https://parts.dcplatforms.pl/ogloszenie/7cee261f-b524-44c6-b67f-6b8fb5cb71c4/02.jpg,https://parts.dcplatforms.pl/ogloszenie/7cee261f-b524-44c6-b67f-6b8fb5cb71c4/03.jpg,https://parts.dcplatforms.pl/ogloszenie/7cee261f-b524-44c6-b67f-6b8fb5cb71c4/04.jpg,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,ecc18717-8ccd-4900-990f-4cd2e8458c90,Filtr powietrza Knecht LX 1981 wkład filtra HYUNDAI KIA – NOWY,1,32,,,https://parts.dcplatforms.pl/ogloszenie/e9bb97c0-069f-4b63-a979-bad909c37d62/01.jpg,https://parts.dcplatforms.pl/ogloszenie/e9bb97c0-069f-4b63-a979-bad909c37d62/02.jpg,https://parts.dcplatforms.pl/ogloszenie/e9bb97c0-069f-4b63-a979-bad909c37d62/03.jpg,https://parts.dcplatforms.pl/ogloszenie/e9bb97c0-069f-4b63-a979-bad909c37d62/04.jpg,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,f57dc7ff-c408-4538-bc70-8a745707f52a,Filtr kabinowy Knecht LAK 136 węglowy RENAULT – NOWY,1,44,,,https://parts.dcplatforms.pl/ogloszenie/f2927402-bbee-4315-87fa-b4fd8d2a3e79/01.jpg,https://parts.dcplatforms.pl/ogloszenie/f2927402-bbee-4315-87fa-b4fd8d2a3e79/02.jpg,https://parts.dcplatforms.pl/ogloszenie/f2927402-bbee-4315-87fa-b4fd8d2a3e79/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,299775fd-8550-4bdf-b163-815b2144c824,Filtr powietrza Knecht LX 1076 wkład filtra HONDA MITSUBISHI – NOWY,1,34,,,https://parts.dcplatforms.pl/ogloszenie/fdbdee15-0f49-4e61-8bc5-cfe9218c5231/01.jpg,https://parts.dcplatforms.pl/ogloszenie/fdbdee15-0f49-4e61-8bc5-cfe9218c5231/02.jpg,https://parts.dcplatforms.pl/ogloszenie/fdbdee15-0f49-4e61-8bc5-cfe9218c5231/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,199bee04-7939-4b7b-8ffb-efe9134ec453,Filtr kabinowy Bosch M 2102 przeciwpyłkowy MERCEDES-BENZ – NOWY,1,39,,,https://parts.dcplatforms.pl/ogloszenie/16014792-d26e-49c9-b92e-f2e9b6414021/01.jpg,https://parts.dcplatforms.pl/ogloszenie/16014792-d26e-49c9-b92e-f2e9b6414021/02.jpg,https://parts.dcplatforms.pl/ogloszenie/16014792-d26e-49c9-b92e-f2e9b6414021/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,98133bf1-3820-492d-93bf-abddd3822976,Filtr kabinowy Filtron K 1317 przeciwpyłkowy NISSAN – NOWY,1,29,,,https://parts.dcplatforms.pl/ogloszenie/3d1555c4-2869-434e-adcc-b633ae26a930/01.jpg,https://parts.dcplatforms.pl/ogloszenie/3d1555c4-2869-434e-adcc-b633ae26a930/02.jpg,https://parts.dcplatforms.pl/ogloszenie/3d1555c4-2869-434e-adcc-b633ae26a930/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,558b0211-65eb-41d8-abd6-a9e38191114f,Filtr kabinowy Knecht LA 345 przeciwpyłkowy SUBARU – NOWY,1,32,,,https://parts.dcplatforms.pl/ogloszenie/d0c6e74e-b728-49ce-81dd-191d0d702da9/01.jpg,https://parts.dcplatforms.pl/ogloszenie/d0c6e74e-b728-49ce-81dd-191d0d702da9/02.jpg,,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,2783aada-9667-4326-a324-97ba14a25fe4,Filtr oleju Bosch P 7327 wkład filtra AUDI VW SKODA SEAT – NOWY,1,22,,,https://parts.dcplatforms.pl/ogloszenie/fe9d8638-b674-47c3-99cb-0dd537c11a3e/01.jpg,https://parts.dcplatforms.pl/ogloszenie/fe9d8638-b674-47c3-99cb-0dd537c11a3e/02.jpg,https://parts.dcplatforms.pl/ogloszenie/fe9d8638-b674-47c3-99cb-0dd537c11a3e/03.jpg,https://parts.dcplatforms.pl/ogloszenie/fe9d8638-b674-47c3-99cb-0dd537c11a3e/04.jpg,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,be4a372f-7098-4f79-8c89-202ce9dbb1bb,Filtr oleju Bosch P 7238 wkład filtra MERCEDES-BENZ – NOWY,1,55,,,https://parts.dcplatforms.pl/ogloszenie/ce18a69c-e99e-4daf-a6d5-74b60c11f817/01.jpg,https://parts.dcplatforms.pl/ogloszenie/ce18a69c-e99e-4daf-a6d5-74b60c11f817/02.jpg,https://parts.dcplatforms.pl/ogloszenie/ce18a69c-e99e-4daf-a6d5-74b60c11f817/03.jpg,https://parts.dcplatforms.pl/ogloszenie/ce18a69c-e99e-4daf-a6d5-74b60c11f817/04.jpg,https://parts.dcplatforms.pl/ogloszenie/ce18a69c-e99e-4daf-a6d5-74b60c11f817/05.jpg,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,7273a4fd-6e60-4cf1-9ce2-b16b22ce4a8d,Uszczelka wydechu rury wylotowej VAG AUDI VW – NOWA ORYGINAŁ,1,42,,,https://parts.dcplatforms.pl/ogloszenie/115697b2-e4ba-4242-868c-f4771018684f/01.jpg,https://parts.dcplatforms.pl/ogloszenie/115697b2-e4ba-4242-868c-f4771018684f/02.jpg,,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,ccece328-0773-47be-aefb-3c2da646f925,Filtr oleju Bosch P 7158 wkład filtra BMW – NOWY,1,35,,,https://parts.dcplatforms.pl/ogloszenie/204313fc-00b3-4b39-ac04-e41fc599ec86/01.jpg,https://parts.dcplatforms.pl/ogloszenie/204313fc-00b3-4b39-ac04-e41fc599ec86/02.jpg,https://parts.dcplatforms.pl/ogloszenie/204313fc-00b3-4b39-ac04-e41fc599ec86/03.jpg,https://parts.dcplatforms.pl/ogloszenie/204313fc-00b3-4b39-ac04-e41fc599ec86/04.jpg,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,7186c1df-0ded-4be1-9a2e-9aabbbcefc9f,Świece zapłonowe NGK LFR4AP-11 5613 Laser Platinum NISSAN RENAULT – NOWE,1,75,,,https://parts.dcplatforms.pl/ogloszenie/8a3fb750-14e1-46fd-9492-38ed5dabbd24/01.jpg,,,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,b395174b-c7c0-4f7e-8df8-9fbf5ab3fdf1,Filtr oleju Bosch P 7068 wkład filtra HONDA – NOWY,1,28,,,https://parts.dcplatforms.pl/ogloszenie/ff23cefb-bc02-4999-926f-819798544fcf/01.jpg,https://parts.dcplatforms.pl/ogloszenie/ff23cefb-bc02-4999-926f-819798544fcf/02.jpg,https://parts.dcplatforms.pl/ogloszenie/ff23cefb-bc02-4999-926f-819798544fcf/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,e53a8497-717d-47e1-add3-973f8e1b225b,Filtr oleju Bosch P 7011 wkład filtra AUDI VW – NOWY,1,37,,,https://parts.dcplatforms.pl/ogloszenie/6b74ed1d-802a-42c7-9fea-ab047f187622/01.jpg,https://parts.dcplatforms.pl/ogloszenie/6b74ed1d-802a-42c7-9fea-ab047f187622/02.jpg,https://parts.dcplatforms.pl/ogloszenie/6b74ed1d-802a-42c7-9fea-ab047f187622/03.jpg,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,2a1ff82b-1bd9-421f-84ef-a2c1a0a4633b,Drążek kierowniczy REINHOCH RH02-6016 (Jeep / Dodge) – NOWY,1,27,,,https://parts.dcplatforms.pl/ogloszenie/071716f7-8818-41fe-913c-2305aef74452/01.jpg,https://parts.dcplatforms.pl/ogloszenie/071716f7-8818-41fe-913c-2305aef74452/02.jpg,https://parts.dcplatforms.pl/ogloszenie/071716f7-8818-41fe-913c-2305aef74452/03.jpg,https://parts.dcplatforms.pl/ogloszenie/071716f7-8818-41fe-913c-2305aef74452/04.jpg,https://parts.dcplatforms.pl/ogloszenie/071716f7-8818-41fe-913c-2305aef74452/05.jpg,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,8650a5e6-bb95-4a00-90bc-da0a5cbaa782,Świece zapłonowe NGK PZFR6R 5758 Laser Platinum – Komplet 4 szt. NOWE,1,80,,,https://parts.dcplatforms.pl/ogloszenie/29a8bc29-651d-4a5b-8fd5-683b72936b49/01.jpg,https://parts.dcplatforms.pl/ogloszenie/29a8bc29-651d-4a5b-8fd5-683b72936b49/02.jpg,https://parts.dcplatforms.pl/ogloszenie/29a8bc29-651d-4a5b-8fd5-683b72936b49/03.jpg,https://parts.dcplatforms.pl/ogloszenie/29a8bc29-651d-4a5b-8fd5-683b72936b49/04.jpg,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,7e2b1d3e-9179-4f19-a29e-4b6a490b9af2,Drążek kierowniczy TRW JAR597 (JEEP Grand Cherokee IV / DODGE Durango) – Nowy!,1,42,,,https://parts.dcplatforms.pl/ogloszenie/e20da3bc-ae80-4c93-8ff5-112cbbd4a7ad/01.jpg,https://parts.dcplatforms.pl/ogloszenie/e20da3bc-ae80-4c93-8ff5-112cbbd4a7ad/02.jpg,,,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,094789c8-2601-449f-afdf-d6e4f5537cdf,Drążek kierowniczy 555 SR-B210 MITSUBISHI Lancer VIII / EVO X - NOWY ORYGINAŁ!,1,72,,,https://parts.dcplatforms.pl/ogloszenie/678f376f-bcd1-4e73-82ef-3878fe1438e2/01.jpg,https://parts.dcplatforms.pl/ogloszenie/678f376f-bcd1-4e73-82ef-3878fe1438e2/02.jpg,https://parts.dcplatforms.pl/ogloszenie/678f376f-bcd1-4e73-82ef-3878fe1438e2/03.jpg,https://parts.dcplatforms.pl/ogloszenie/678f376f-bcd1-4e73-82ef-3878fe1438e2/04.jpg,https://parts.dcplatforms.pl/ogloszenie/678f376f-bcd1-4e73-82ef-3878fe1438e2/05.jpg,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,01ecea4d-f85d-459b-bef3-88ee750d2fc7,Drążek kierowniczy osiowy MEYLE 34-16 031 0004 SUBARU Forester - Nowy,1,45,,,https://parts.dcplatforms.pl/ogloszenie/29117c35-1ca1-4304-9869-e5278351863e/01.jpg,https://parts.dcplatforms.pl/ogloszenie/29117c35-1ca1-4304-9869-e5278351863e/02.jpg,https://parts.dcplatforms.pl/ogloszenie/29117c35-1ca1-4304-9869-e5278351863e/03.jpg,https://parts.dcplatforms.pl/ogloszenie/29117c35-1ca1-4304-9869-e5278351863e/04.jpg,https://parts.dcplatforms.pl/ogloszenie/29117c35-1ca1-4304-9869-e5278351863e/05.jpg,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,cb244813-76b2-4dfa-87fb-a7ed8eab8edd,Panewki korbowodowe King Racing CR4120XP 0.25 Mitsubishi Lancer Evo 4-9,1,175,,,https://parts.dcplatforms.pl/ogloszenie/1a53a448-bb32-4a54-b97a-3cf07184b56d/01.jpg,https://parts.dcplatforms.pl/ogloszenie/1a53a448-bb32-4a54-b97a-3cf07184b56d/02.jpg,https://parts.dcplatforms.pl/ogloszenie/1a53a448-bb32-4a54-b97a-3cf07184b56d/03.jpg,https://parts.dcplatforms.pl/ogloszenie/1a53a448-bb32-4a54-b97a-3cf07184b56d/04.jpg,https://parts.dcplatforms.pl/ogloszenie/1a53a448-bb32-4a54-b97a-3cf07184b56d/05.jpg,https://parts.dcplatforms.pl/ogloszenie/1a53a448-bb32-4a54-b97a-3cf07184b56d/06.jpg,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,39e693cd-4541-400f-aa21-d084fc525146,Piasta łożysko koła tył STARLINE LO 27441 Honda CR-V III - Nowe,1,135,,,https://parts.dcplatforms.pl/ogloszenie/dc8f1eea-faf8-4bf0-a7f1-9ca2cb48c0b5/01.jpg,https://parts.dcplatforms.pl/ogloszenie/dc8f1eea-faf8-4bf0-a7f1-9ca2cb48c0b5/02.jpg,https://parts.dcplatforms.pl/ogloszenie/dc8f1eea-faf8-4bf0-a7f1-9ca2cb48c0b5/03.jpg,https://parts.dcplatforms.pl/ogloszenie/dc8f1eea-faf8-4bf0-a7f1-9ca2cb48c0b5/04.jpg,https://parts.dcplatforms.pl/ogloszenie/dc8f1eea-faf8-4bf0-a7f1-9ca2cb48c0b5/05.jpg,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,f24208b0-08f1-43de-9a54-8b39cc75d5ef,Pompa wody INA 538 0089 10 Audi VW Seat Skoda 1.9 2.0 TDI - Nowa,1,91,,,https://parts.dcplatforms.pl/ogloszenie/d94a526d-c7f6-4362-a2bd-d98159a5a543/01.jpg,https://parts.dcplatforms.pl/ogloszenie/d94a526d-c7f6-4362-a2bd-d98159a5a543/02.jpg,https://parts.dcplatforms.pl/ogloszenie/d94a526d-c7f6-4362-a2bd-d98159a5a543/03.jpg,https://parts.dcplatforms.pl/ogloszenie/d94a526d-c7f6-4362-a2bd-d98159a5a543/04.jpg,https://parts.dcplatforms.pl/ogloszenie/d94a526d-c7f6-4362-a2bd-d98159a5a543/05.jpg,https://parts.dcplatforms.pl/ogloszenie/d94a526d-c7f6-4362-a2bd-d98159a5a543/06.jpg,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
,24abccaa-b15a-4c28-b6b3-54c919b35bb9,Łącznik stabilizatora tył TRW JTS7606 Subaru Forester Impreza WRX - Nowy,1,45,,,https://parts.dcplatforms.pl/ogloszenie/ad304641-e7fe-40d2-88ed-a13ca41faf83/01.jpg,https://parts.dcplatforms.pl/ogloszenie/ad304641-e7fe-40d2-88ed-a13ca41faf83/02.jpg,https://parts.dcplatforms.pl/ogloszenie/ad304641-e7fe-40d2-88ed-a13ca41faf83/03.jpg,https://parts.dcplatforms.pl/ogloszenie/ad304641-e7fe-40d2-88ed-a13ca41faf83/04.jpg,,,,,,,,,,,,,,Motoryzacja / Części samochodowe / Osobowe,,,,
